geo_name,geo_sumlevel,geo_id,adult_smoking_2015,adult_smoking_2016,adult_smoking_2017,homicide_rate_2015,homicide_rate_2016,homicide_rate_2017,income_2013,income_2014,income_2015,income_2016
"Sutton County, TX","county",05000US48435,,0.125,0.128,,,,53806,48986,51667,54567
"Swisher County, TX","county",05000US48437,,0.164,0.173,,,,36753,37833,37040,35167
"Tarrant County, TX","county",05000US48439,0.158,0.145,0.143,4.9,5.1,4.9,56853,57727,58711,60373
"Taylor County, TX","county",05000US48441,0.21,0.162,0.165,4.6,4.1,4.2,44891,44695,45396,47044
"Terrell County, TX","county",05000US48443,,0.131,0.143,,,,39479,40781,31111,24821
"Terry County, TX","county",05000US48445,,0.159,0.168,,,,37679,39494,37475,40407
"Throckmorton County, TX","county",05000US48447,,0.137,0.15,,,,39286,40833,41042,39438
"Titus County, TX","county",05000US48449,,0.169,0.177,6.2,6.3,4.8,42939,42856,44178,45026
"Tom Green County, TX","county",05000US48451,0.24,0.161,0.158,4.1,4.6,4.5,44545,45114,46711,47637
"Travis County, TX","county",05000US48453,0.144,0.118,0.132,2.8,2.9,3.1,58025,59620,61451,64422
"Trinity County, TX","county",05000US48455,0.353,0.165,0.178,,,,34555,35223,34295,35865
"Tyler County, TX","county",05000US48457,0.202,0.159,0.157,6.4,6.8,7.3,39940,41630,41360,45427
"Upshur County, TX","county",05000US48459,0.468,0.154,0.161,4.1,5.1,5,46600,46834,46673,47724
"Upton County, TX","county",05000US48461,,0.153,0.154,,,,51750,50982,46131,48220
"Uvalde County, TX","county",05000US48463,,0.171,0.161,,,5.3,34902,37078,38568,39011
"Val Verde County, TX","county",05000US48465,0.121,0.164,0.164,3,3.1,,40450,42735,42174,44170
"Van Zandt County, TX","county",05000US48467,0.211,0.154,0.157,4.8,5.3,5.7,43439,42579,44002,46555
"Victoria County, TX","county",05000US48469,0.249,0.154,0.153,5.5,4.6,4.3,50364,50663,51758,54697
"Walker County, TX","county",05000US48471,0.185,0.188,0.187,5.3,5.6,5,37617,38903,37666,40090
"Waller County, TX","county",05000US48473,,0.198,0.183,8.9,8.3,8.9,50097,50939,51348,53508
"Ward County, TX","county",05000US48475,,0.155,0.154,,,,42568,45938,51345,56796
"Washington County, TX","county",05000US48477,,0.146,0.15,5.1,5,,44858,49236,51269,52718
"Webb County, TX","county",05000US48479,0.166,0.181,0.191,5.4,4,4,39449,38679,38862,38711
"Wharton County, TX","county",05000US48481,0.182,0.156,0.16,4.3,,3.8,40411,41992,45176,46445
"Wheeler County, TX","county",05000US48483,,0.141,0.145,,,,51766,54382,52221,51082
"Wichita County, TX","county",05000US48485,0.21,0.186,0.176,4.7,4.5,4.2,45086,44854,45543,45371
"Wilbarger County, TX","county",05000US48487,,0.163,0.167,,,,41658,41901,41630,43635
"Willacy County, TX","county",05000US48489,,0.199,0.21,,,,25886,27627,26495,28817
"Williamson County, TX","county",05000US48491,0.11,0.12,0.119,1.5,1.6,1.7,71803,72118,73750,75935
"Wilson County, TX","county",05000US48493,0.117,0.134,0.136,5,4.8,4.5,64571,65760,68100,68737
"Winkler County, TX","county",05000US48495,,0.14,0.149,,,,48992,52938,55756,54261
"Wise County, TX","county",05000US48497,0.161,0.144,0.151,2.5,,,56005,56338,56897,56396
"Wood County, TX","county",05000US48499,0.291,0.148,0.149,4.9,4.9,6.4,43649,44376,45686,47814
"Yoakum County, TX","county",05000US48501,,0.135,0.15,,,,49340,50167,56153,56655
"Young County, TX","county",05000US48503,0.334,0.151,0.154,,,,44429,41589,44693,46978
"Zapata County, TX","county",05000US48505,,0.18,0.182,,,,31109,30758,32162,36976
"Zavala County, TX","county",05000US48507,,0.192,0.19,,,,25625,27253,26672,26639
"Beaver County, UT","county",05000US49001,,0.097,0.099,,,,46660,50685,50282,48083
"Box Elder County, UT","county",05000US49003,0.086,0.092,0.089,,,,57292,57336,55038,55514
"Cache County, UT","county",05000US49005,0.046,0.083,0.08,,,,49506,50367,50497,51935
"Carbon County, UT","county",05000US49007,0.186,0.129,0.118,,,,44724,46366,46900,47793
"Daggett County, UT","county",05000US49009,,0.085,0.08,,,,46917,47188,56750,75938
"Davis County, UT","county",05000US49011,0.063,0.081,0.088,1.2,1.1,1.3,69707,70388,71112,72661
"Duchesne County, UT","county",05000US49013,0.192,0.106,0.098,,,,57683,60700,61133,61244
"Emery County, UT","county",05000US49015,0.169,0.111,0.107,,,,52763,50653,49787,51276
"Garfield County, UT","county",05000US49017,,0.108,0.105,,,,45357,44914,42614,45221
"Grand County, UT","county",05000US49019,0.174,0.119,0.123,,,,45888,44239,41312,43529
"Iron County, UT","county",05000US49021,0.126,0.112,0.116,,,3.1,42369,42305,43855,43799
"Juab County, UT","county",05000US49023,0.128,0.103,0.101,,,,55247,56976,54761,54861
"Kane County, UT","county",05000US49025,0.104,0.09,0.096,,,,48540,51213,50194,50517
"Millard County, UT","county",05000US49027,0.118,0.092,0.095,,,,49238,51117,51593,53902
"Morgan County, UT","county",05000US49029,,0.087,0.087,,,,80337,79304,74314,80865
"Piute County, UT","county",05000US49031,,0.11,0.101,,,,38500,33250,35980,37112
"Rich County, UT","county",05000US49033,,0.097,0.102,,,,50000,50573,50781,52569
"Salt Lake County, UT","county",05000US49035,0.109,0.1,0.093,2.8,2.7,2.4,60555,61446,62117,64601
"San Juan County, UT","county",05000US49037,0.098,0.17,0.169,,,,40492,41411,41484,41108
"Sanpete County, UT","county",05000US49039,0.099,0.111,0.097,,,,48369,48305,50323,48866
"Sevier County, UT","county",05000US49041,0.125,0.102,0.109,,,,46229,46327,46291,48872
"Summit County, UT","county",05000US49043,0.075,0.072,0.082,,,,83336,89886,91773,91470
"Tooele County, UT","county",05000US49045,0.138,0.113,0.104,,,,61412,63077,63552,64149
"Uintah County, UT","county",05000US49047,0.183,0.114,0.109,,,,62067,62363,66815,67943
"Utah County, UT","county",05000US49049,0.054,0.069,0.065,1,1.1,1.2,60196,60830,62180,64321
"Wasatch County, UT","county",05000US49051,0.078,0.08,0.084,,,,65050,65582,66486,71337
"Washington County, UT","county",05000US49053,0.078,0.084,0.089,1.9,2,1.5,49279,49498,50774,52865
"Wayne County, UT","county",05000US49055,,0.096,0.098,,,,41458,43393,40645,41684
"Weber County, UT","county",05000US49057,0.123,0.126,0.116,1.9,1.9,2.4,54974,56216,56581,59660
"Addison County, VT","county",05000US50001,0.145,0.134,0.126,,,,57565,59274,59688,61020
"Bennington County, VT","county",05000US50003,0.186,0.145,0.161,,,,50221,49303,49573,51489
"Caledonia County, VT","county",05000US50005,0.18,0.15,0.166,,,,45395,45089,45323,46931
"Chittenden County, VT","county",05000US50007,0.109,0.122,0.124,1.3,1.1,1.4,63989,64243,65350,66414
"Essex County, VT","county",05000US50009,0.257,0.19,0.171,,,,35916,35567,36599,39467
"Franklin County, VT","county",05000US50011,0.191,0.171,0.166,,,,56240,57159,58199,58884
"Grand Isle County, VT","county",05000US50013,0.156,0.155,0.145,,,,59509,61338,62608,64295
"Lamoille County, VT","county",05000US50015,0.176,0.17,0.152,,,,52686,50447,50939,53316
"Orange County, VT","county",05000US50017,0.192,0.159,0.149,,,,52480,53114,53869,54263
"Orleans County, VT","county",05000US50019,0.216,0.182,0.172,,,,41953,41437,42831,43959
"Rutland County, VT","county",05000US50021,0.179,0.172,0.169,2.7,2.7,,49271,48308,49372,50029
"Washington County, VT","county",05000US50023,0.156,0.144,0.14,,,,57281,58293,58788,58171
"Windham County, VT","county",05000US50025,0.16,0.156,0.164,,,3.2,50234,50526,51045,50917
"Windsor County, VT","county",05000US50027,0.157,0.142,0.14,,,,52460,53610,52965,54763
"Accomack County, VA","county",05000US51001,0.212,0.202,0.179,13.7,13.4,11.6,39328,39389,39412,38503
"Albemarle County, VA","county",05000US51003,0.124,0.147,0.142,1.8,1.6,1.7,67725,67958,68449,70342
"Alleghany County, VA","county",05000US51005,0.246,0.174,0.169,,,,44848,45183,45007,45538
"Amelia County, VA","county",05000US51007,0.2,0.187,0.16,,,,52885,55870,56850,58269
"Amherst County, VA","county",05000US51009,0.164,0.175,0.158,,,,44945,44765,47558,47002
"Appomattox County, VA","county",05000US51011,0.249,0.195,0.167,,11.8,13.2,50167,47927,48823,52134
"Arlington County, VA","county",05000US51013,0.101,0.134,0.122,1.6,1.3,1,103208,105120,105763,108706
"Augusta County, VA","county",05000US51015,0.176,0.171,0.165,2.8,2.2,2.1,52027,54018,54558,56802
"Bath County, VA","county",05000US51017,,0.183,0.174,,,,51365,46153,43646,44985
"Bedford County, VA","county",05000US51019,0.192,0.164,0.153,,,2.2,57596,56043,56316,56725
"Bland County, VA","county",05000US51021,,0.169,0.152,,,,42139,43508,45294,47800
"Botetourt County, VA","county",05000US51023,0.143,0.148,0.136,,,,65935,63011,60454,61470
"Brunswick County, VA","county",05000US51025,0.296,0.212,0.197,,,,36293,37028,36919,38858
"Buchanan County, VA","county",05000US51027,0.303,0.221,0.205,10.1,9.8,10.3,29848,29678,29679,30335
"Buckingham County, VA","county",05000US51029,0.215,0.206,0.188,,,,38648,38484,40331,43514
"Campbell County, VA","county",05000US51031,0.216,0.192,0.173,5.2,5,4.2,47162,47055,47699,47005
"Caroline County, VA","county",05000US51033,0.208,0.188,0.184,,,,57218,58417,59227,57294
"Carroll County, VA","county",05000US51035,0.333,0.203,0.189,,6.9,,32853,33495,35000,37048
"Charles City County, VA","county",05000US51036,,0.192,0.177,,,,48428,48088,49563,54167
"Charlotte County, VA","county",05000US51037,0.261,0.204,0.192,,,,33015,34820,35079,33837
"Chesterfield County, VA","county",05000US51041,0.158,0.167,0.152,3.9,3.8,4,72088,72514,72609,73869
"Clarke County, VA","county",05000US51043,,0.156,0.148,,,,77597,75508,71295,71986
"Craig County, VA","county",05000US51045,,0.172,0.163,,,,47806,46658,44330,40500
"Culpeper County, VA","county",05000US51047,0.151,0.175,0.161,,,3,64423,65235,66697,66160
"Cumberland County, VA","county",05000US51049,0.234,0.2,0.187,,,,40557,41484,39301,37489
"Dickenson County, VA","county",05000US51051,0.317,0.204,0.185,,,,33318,33106,33624,31226
"Dinwiddie County, VA","county",05000US51053,0.282,0.194,0.17,,5.9,6.7,52027,52328,51397,51579
"Essex County, VA","county",05000US51057,,0.194,0.178,,,,44885,42143,42760,47527
"Fairfax County, VA","county",05000US51059,0.111,0.123,0.114,1.9,1.8,1.5,110292,112102,112552,114329
"Fauquier County, VA","county",05000US51061,0.167,0.155,0.154,3.7,3.7,2.6,88409,92078,91609,91221
"Floyd County, VA","county",05000US51063,0.273,0.188,0.153,,,,44618,47543,48005,47288
"Fluvanna County, VA","county",05000US51065,,0.16,0.142,,,,68288,64641,63938,66425
"Franklin County, VA","county",05000US51067,0.215,0.173,0.172,3.5,3.7,5.3,45624,44827,46870,48720
"Frederick County, VA","county",05000US51069,0.217,0.153,0.151,3.7,2.2,1.8,68424,68719,69098,68929
"Giles County, VA","county",05000US51071,0.228,0.178,0.153,,,,45141,45919,46390,47675
"Gloucester County, VA","county",05000US51073,0.193,0.161,0.157,,,,60519,60980,61121,62878
"Goochland County, VA","county",05000US51075,0.135,0.148,0.133,,,,80976,82460,79330,82326
"Grayson County, VA","county",05000US51077,0.222,0.206,0.189,,,,30710,28892,29942,31002
"Greene County, VA","county",05000US51079,,0.172,0.166,,,,59358,63739,61550,61615
"Greensville County, VA","county",05000US51081,0.187,0.235,0.224,,,,39697,38933,38012,40559
"Halifax County, VA","county",05000US51083,0.211,0.21,0.193,7.3,7.4,,34659,35093,35240,37001
"Hanover County, VA","county",05000US51085,0.17,0.146,0.135,3.2,2.9,2.5,75070,77550,78645,81170
"Henrico County, VA","county",05000US51087,0.17,0.155,0.156,5.1,4.8,4.5,61048,61438,61934,63699
"Henry County, VA","county",05000US51089,0.257,0.201,0.199,10.3,9.5,7.5,34984,34344,35293,34992
"Highland County, VA","county",05000US51091,,0.169,0.154,,,,49625,44132,43914,44877
"Isle of Wight County, VA","county",05000US51093,0.133,0.166,0.152,7.2,6.2,,63942,65910,65741,66835
"James City County, VA","county",05000US51095,0.092,0.147,0.134,,,,76960,76705,75710,80226
"King and Queen County, VA","county",05000US51097,,0.18,0.18,,,,48372,47804,48292,48852
"King George County, VA","county",05000US51099,,0.158,0.142,,,,81753,83071,81688,84342
"King William County, VA","county",05000US51101,0.198,0.17,0.163,,,,62670,63560,62031,64297
"Lancaster County, VA","county",05000US51103,,0.152,0.145,,,,49248,49456,50374,50118
"Lee County, VA","county",05000US51105,0.254,0.237,0.204,7.1,8,6.2,31308,31264,31086,31577
"Loudoun County, VA","county",05000US51107,0.097,0.13,0.117,1,1,0.8,122238,123966,123453,125672
"Louisa County, VA","county",05000US51109,0.277,0.169,0.169,5.1,4.5,,54518,57126,57829,54662
"Lunenburg County, VA","county",05000US51111,0.214,0.201,0.196,,,,35237,37881,39506,39911
"Madison County, VA","county",05000US51113,0.312,0.182,0.18,,,,53459,51641,47736,48271
"Mathews County, VA","county",05000US51115,0.247,0.152,0.137,,,,55192,63157,63845,64049
"Mecklenburg County, VA","county",05000US51117,0.286,0.192,0.176,5.9,7.8,5.4,36261,37756,37356,40040
"Middlesex County, VA","county",05000US51119,0.336,0.156,0.149,,,,53309,54452,54654,53093
"Montgomery County, VA","county",05000US51121,0.143,0.207,0.182,3.8,3.2,,45543,44810,46663,49712
"Nelson County, VA","county",05000US51125,0.269,0.178,0.163,,,,48789,50131,47118,50994
"New Kent County, VA","county",05000US51127,0.322,0.156,0.149,,,,70618,73030,73041,75303
"Northampton County, VA","county",05000US51131,0.229,0.197,0.181,,,,33635,34656,35055,37011
"Northumberland County, VA","county",05000US51133,0.185,0.155,0.142,,,,51342,50774,51885,54440
"Nottoway County, VA","county",05000US51135,0.204,0.22,0.206,,,,36607,35911,36284,36849
"Orange County, VA","county",05000US51137,0.185,0.168,0.15,,,,60287,63538,65166,66990
"Page County, VA","county",05000US51139,0.268,0.189,0.174,,,,42906,43063,43895,45030
"Patrick County, VA","county",05000US51141,0.197,0.196,0.191,,,,34864,34753,33982,35999
"Pittsylvania County, VA","county",05000US51143,0.229,0.189,0.167,4.9,4.2,3.9,42143,42311,41824,43087
"Powhatan County, VA","county",05000US51145,0.25,0.151,0.139,,5,,76548,75447,77896,77684
"Prince Edward County, VA","county",05000US51147,0.256,0.207,0.191,,,,37436,37238,41697,42283
"Prince George County, VA","county",05000US51149,0.252,0.185,0.167,,4.1,,63074,61071,61857,64805
"Prince William County, VA","county",05000US51153,0.174,0.153,0.125,2.7,2.6,2.1,98071,98514,98657,98546
"Pulaski County, VA","county",05000US51155,0.308,0.195,0.162,,,4.1,44312,45635,47495,49469
"Rappahannock County, VA","county",05000US51157,,0.155,0.141,,,,56438,59753,57210,58026
"Richmond County, VA","county",05000US51159,0.246,0.194,0.176,,,,47083,47199,47288,44919
"Roanoke County, VA","county",05000US51161,0.175,0.179,0.156,2.8,2.8,2.3,60795,60950,60519,60380
"Rockbridge County, VA","county",05000US51163,0.182,0.173,0.164,,,,48313,48550,48901,52478
"Rockingham County, VA","county",05000US51165,0.125,0.157,0.143,,,,52195,53728,53744,55029
"Russell County, VA","county",05000US51167,0.249,0.215,0.189,,,,33872,34768,35045,38370
"Scott County, VA","county",05000US51169,0.278,0.203,0.178,,,,38355,36579,37240,38017
"Shenandoah County, VA","county",05000US51171,0.206,0.17,0.158,,,,49625,47936,49406,50450
"Smyth County, VA","county",05000US51173,0.223,0.212,0.19,,,,37239,37880,37983,38906
"Southampton County, VA","county",05000US51175,0.203,0.185,0.17,,,,46150,49690,48962,51032
"Spotsylvania County, VA","county",05000US51177,0.164,0.176,0.151,2.3,2.3,2.4,78345,78505,78125,79742
"Stafford County, VA","county",05000US51179,0.169,0.156,0.14,3.1,3.4,2.4,97110,98721,97144,97528
"Surry County, VA","county",05000US51181,0.212,0.192,0.176,,,,47292,51527,53673,56632
"Sussex County, VA","county",05000US51183,,0.231,0.206,,,,39635,36972,39194,37917
"Tazewell County, VA","county",05000US51185,0.211,0.193,0.178,5.8,5.4,5.2,35693,36248,37664,38238
"Warren County, VA","county",05000US51187,0.243,0.182,0.166,,,,61610,60560,61454,63734
"Washington County, VA","county",05000US51191,0.236,0.173,0.182,2.8,2.7,3.6,41897,42458,43310,43835
"Westmoreland County, VA","county",05000US51193,0.169,0.199,0.169,,,,49157,48750,47911,51566
"Wise County, VA","county",05000US51195,0.33,0.205,0.205,4.4,4.4,5.3,36218,37357,37407,36352
"Wythe County, VA","county",05000US51197,0.242,0.198,0.174,,,,41275,40185,41360,42888
"York County, VA","county",05000US51199,0.075,0.152,0.131,,,2.2,82073,80900,81749,83410
"Alexandria city, VA","county",05000US51510,0.092,0.141,0.153,2.7,2.8,2.4,85706,87319,89134,89200
"Bedford city, VA","county",05000US51515,,,,,,,35593,,,
"Bristol city, VA","county",05000US51520,,0.214,0.191,,,,32221,33616,35368,35801
"Buena Vista city, VA","county",05000US51530,,0.215,0.215,,,,36591,32789,29097,29109
"Charlottesville city, VA","county",05000US51540,,0.216,0.198,4,3.7,4.5,44601,47218,49775,50727
"Chesapeake city, VA","county",05000US51550,0.158,0.162,0.151,5.9,5.8,5.8,69743,70176,68620,69978
"Colonial Heights city, VA","county",05000US51570,,0.158,0.15,,,,50835,52529,50304,49639
"Covington city, VA","county",05000US51580,,0.193,0.189,,,,34319,38176,34746,34703
"Danville city, VA","county",05000US51590,0.242,0.222,0.207,18.6,18.1,13.7,30786,32173,32315,33721
"Emporia city, VA","county",05000US51595,,0.244,0.235,,,,32155,30240,28601,27169
"Fairfax city, VA","county",05000US51600,,0.132,0.107,,,,97242,100584,105297,104065
"Falls Church city, VA","county",05000US51610,,0.146,0.129,,,,120000,120500,120522,115244
"Franklin city, VA","county",05000US51620,0.164,0.232,0.2,,,,31928,33133,32399,38333
"Fredericksburg city, VA","county",05000US51630,0.244,0.201,0.177,,,,47040,49454,51762,53980
"Galax city, VA","county",05000US51640,,0.207,0.194,,,,30325,30430,30604,31110
"Hampton city, VA","county",05000US51650,0.191,0.202,0.18,8,8.9,10.2,50705,49879,49190,49890
"Harrisonburg city, VA","county",05000US51660,,0.24,0.207,,,,38048,38807,38750,40494
"Hopewell city, VA","county",05000US51670,0.353,0.203,0.192,14.1,13.2,13.4,37933,39156,39064,40814
"Lexington city, VA","county",05000US51678,,0.197,0.187,,,,36505,36840,34017,34464
"Lynchburg city, VA","county",05000US51680,0.246,0.2,0.199,2.7,2.7,3.5,38138,39391,39589,40728
"Manassas city, VA","county",05000US51683,,0.173,0.149,,,,71036,71215,72890,74371
"Manassas Park city, VA","county",05000US51685,,0.174,0.16,,,,71227,73460,73528,75027
"Martinsville city, VA","county",05000US51690,,0.22,0.196,,13.3,12.5,28116,27746,29587,31719
"Newport News city, VA","county",05000US51700,0.232,0.207,0.204,10.2,10.1,11.2,51027,51000,50077,50089
"Norfolk city, VA","county",05000US51710,0.261,0.214,0.19,11.8,11.7,12.7,44747,44150,44480,45268
"Norton city, VA","county",05000US51720,,0.215,0.193,,,,39416,36148,27731,26000
"Petersburg city, VA","county",05000US51730,0.254,0.226,0.22,24.1,23.2,32.2,34424,33927,31798,32169
"Poquoson city, VA","county",05000US51735,,0.15,0.13,,,,81892,83460,83735,84643
"Portsmouth city, VA","county",05000US51740,0.23,0.197,0.198,14.7,13.4,14.1,46166,46239,45676,47050
"Radford city, VA","county",05000US51750,,0.268,0.233,,,,30714,30284,29912,31457
"Richmond city, VA","county",05000US51760,0.186,0.241,0.198,19.6,17.1,16.3,40496,41331,40758,41187
"Roanoke city, VA","county",05000US51770,0.264,0.213,0.191,9.2,9.3,8.3,38145,39530,39930,39201
"Salem city, VA","county",05000US51775,0.211,0.171,0.155,,,,48733,50590,50068,52351
"Staunton city, VA","county",05000US51790,,0.187,0.171,,,5.9,38501,39982,40842,42948
"Suffolk city, VA","county",05000US51800,0.192,0.186,0.162,6.6,7.1,5.7,66085,66822,65499,65435
